itemid,count,percentage,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue,type,is_in_extract
224113,496,0.006777715527254342,Traction/Immobile Location #1,Traction/Immobile Location #1,chartevents,Treatments,,Text,,,8.0,0
224977,493,0.006736721280113691,Surrounding Tissue #7,Surrounding Tissue #7,chartevents,Skin - Impairment,,Text,,,7.0,0
229464,488,0.006668397534879272,Discussed on Rounds,Discussed on Rounds,chartevents,MD Progress Note,,Checkbox,,,,0
228381,486,0.006641068036785504,Total Peripheral Resistance (TPR) (NICOM),TPR (NICOM),chartevents,NICOM,dynes*sec/cm5,Numeric,,,,0
228563,483,0.0066000737896448535,Incision #5- Location,Incision #5- Location,chartevents,Skin - Incisions,,Text,,,56.0,0
229079,482,0.006586409040597969,Pain Controlled,Pain Controlled,chartevents,MD Progress Note,,Text,,,2.0,0
227730,481,0.0065727442915510855,AVA Waveform Appearance,AVA Waveform Appearance,chartevents,Access Lines - Invasive,,Text,,,6.0,0
227731,481,0.0065727442915510855,AVA Line Zero/Calibrate,AVA Line Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,,,0
227546,479,0.006545414793457318,SVV (Arterial),SVV (Arterial),chartevents,Hemodynamics,%,Numeric,11.0,15.0,,0
225764,478,0.006531750044410435,Sheath Line Discontinued,Sheath Line Discontinued,chartevents,Access Lines - Invasive,,Text,,,3.0,0
228845,477,0.00651808529536355,Pressure ulcer #3- Undermining present,Pressure ulcer #3- Undermining present,chartevents,Skin - Impairment,,Text,,,3.0,0
224914,474,0.0064770910482228996,Impaired Skin Drainage Amount #7,Site Drainage Amount #7,chartevents,Skin - Impairment,,Text,,,7.0,0
229454,472,0.0064497615501291315,Exam-Ext/MSK,Exam-Ext/MSK,chartevents,MD Progress Note,,Text,,,4.0,0
228719,471,0.006436096801082248,Vented,Vented,chartevents,MD Progress Note,,Checkbox,,,,0
228575,470,0.006422432052035364,Incision #5- Treatment,Incision #5- Treatment,chartevents,Skin - Incisions,,Text,,,28.0,0
229452,469,0.006408767302988481,Exam-Neuro,Exam-Neuro,chartevents,MD Progress Note,,Text,,,8.0,0
228542,468,0.006395102553941597,Pressure Ulcer #4- Treatment,Pressure Ulcer #4- Treatment,chartevents,Skin - Impairment,,Text,,,27.0,0
224711,464,0.006340443557754062,Recruitment Duration,Recruitment Duration,chartevents,Respiratory,sec,Numeric,,,,0
225021,461,0.00629944931061341,Incision Drainage Amount #5,Incision Drainage Amount #5,chartevents,Skin - Incisions,,Text,,,7.0,0
227964,460,0.006285784561566527,Reason for Restraint (Violent),Reason for Restraint (Violent),chartevents,Restraint/Support Systems,,Text,,,5.0,0
227771,455,0.006217460816332108,Traction/Immobile #1,Traction/Immobile #1,chartevents,Treatments,,Text,,,9.0,0
227626,452,0.006176466569191456,Seizure Pads,Seizure Pads,chartevents,Treatments,,Text,,,2.0,0
228311,450,0.006149137071097689,GI #3 Tube Place Check,GI #3 Tube Place Check,chartevents,GI/GU,,Text,,,3.0,0
224712,449,0.006135472322050806,Recruitment Mode,Recruitment Mode,chartevents,Respiratory,,Text,,,2.0,0
226815,448,0.006121807573003922,Airway problems,Airway problems,chartevents,Respiratory,,Text,,,4.0,0
224440,447,0.0061081428239570384,Chest Tube Site #4,Chest Tube Site #4,chartevents,Pulmonary,,Text,,,5.0,0
224646,445,0.00608081332586327,Orthostatic BPs sitting,Orthostatic BPs sitting,chartevents,Routine Vital Signs,mmHg,Numeric,,,,0
226094,444,0.006067148576816387,Orthostatic BPd sitting,Orthostatic BPd sitting,chartevents,Routine Vital Signs,mmHg,Numeric,,,,0
228816,444,0.006067148576816387,Pressure ulcer #4- Stage,Pressure ulcer #4- Stage,chartevents,Skin - Impairment,,Text,,,7.0,0
227451,444,0.006067148576816387,Tobramycin (Random),Tobramycin (Random),chartevents,Labs,None,Numeric with tag,,,,0
226183,443,0.006053483827769503,Estimated Energy Needs/Kg,Estimated Energy Needs/Kg,chartevents,General,kcal/kg,Numeric,,,,0
228598,437,0.005971495333488201,Incision #5- Dressing Status,Incision #5- Dressing Status,chartevents,Skin - Incisions,,Text,,,5.0,0
225240,433,0.005916836337300666,14 Gauge Site Appear,14 Gauge Site Appear,chartevents,Access Lines - Peripheral,,Text,,,10.0,0
224676,433,0.005916836337300666,Nausea and Vomiting (CINA),Nausea and Vomiting (CINA),chartevents,Toxicology,,Text,,,7.0,0
224928,433,0.005916836337300666,Impaired Skin Odor #7,Odor #7,chartevents,Skin - Impairment,,Checkbox,,,,0
228302,433,0.005916836337300666,CAM-ICU RASS LOC,CAM-ICU RASS LOC,chartevents,Pain/Sedation,,Text,,,2.0,0
228689,431,0.005889506839206898,Discharge from ICU,Discharge from ICU,chartevents,MD Progress Note,,Text,,,2.0,0
224668,429,0.0058621773411131305,Sweating,Sweating,chartevents,Toxicology,,Text,,,4.0,0
228007,428,0.005848512592066247,14 G Phlebitis Scale,14 G Phlebitis Scale,chartevents,Access Lines - Peripheral,,Text,,,5.0,0
224674,428,0.005848512592066247,Changes in Temperature,Changes in Temperature,chartevents,Toxicology,,Text,,,3.0,0
224667,427,0.005834847843019363,Goose Flesh,Goose Flesh,chartevents,Toxicology,,Text,,,4.0,0
224670,427,0.005834847843019363,Lacrimation,Lacrimation,chartevents,Toxicology,,Text,,,3.0,0
224669,427,0.005834847843019363,Restlessness,Restlessness,chartevents,Toxicology,,Text,,,4.0,0
228857,426,0.005821183093972479,Impaired Skin #5- Type,Impaired Skin #5- Type,chartevents,Skin - Impairment,,Text,,,17.0,0
224677,426,0.005821183093972479,Tremor (CINA),Tremor (CINA),chartevents,Toxicology,,Text,,,4.0,0
224671,425,0.005807518344925595,Pupils,Pupils,chartevents,Toxicology,,Text,,,3.0,0
224673,425,0.005807518344925595,Abdominal Changes: Observation,Abdominal Changes: Observation,chartevents,Toxicology,,Text,,,3.0,0
228008,424,0.005793853595878712,14 G Infiltration Scale,14 G Infiltration Scale,chartevents,Access Lines - Peripheral,,Text,,,5.0,0
224672,421,0.00575285934873806,Yawning,Yawning,chartevents,Toxicology,,Text,,,3.0,0
224675,421,0.00575285934873806,Muscle Aches,Muscle Aches,chartevents,Toxicology,,Text,,,3.0,0
224666,420,0.0057391945996911765,Nasal Congestion,Nasal Congestion,chartevents,Toxicology,,Text,,,3.0,0
226184,418,0.005711865101597409,Estimated Protein Needs/Kg,Estimated Protein Needs/Kg,chartevents,General,g/kg,Numeric,,,,0
224645,416,0.005684535603503641,Orthostatic BPs lying,Orthostatic BPs lying,chartevents,Routine Vital Signs,mmHg,Numeric,,,,0
226092,415,0.005670870854456758,Orthostatic BPd lying,Orthostatic BPd lying,chartevents,Routine Vital Signs,mmHg,Numeric,,,,0
223765,412,0.005629876607316107,Orthostatic HR sitting,Orthostatic HR sitting,chartevents,Routine Vital Signs,bpm,Numeric,,,,0
229416,409,0.005588882360175455,Disposition,Disposition,chartevents,MD Progress Note,,Text,,,5.0,0
225108,409,0.005588882360175455,Tobacco use,Tobacco use,chartevents,Adm History/FHPA,,Checkbox,,,,0
224935,407,0.005561552862081688,Impaired Skin Site #7,Site #7,chartevents,Skin - Impairment,,Text,,,77.0,0
228746,406,0.005547888113034804,Pressure ulcer #4- Surrounding tissue,Pressure ulcer #4- Surrounding tissue,chartevents,Skin - Impairment,,Text,,,7.0,0
224175,405,0.00553422336398792,MDI #3 Puff,MDI #3 Puff,chartevents,Respiratory,None,Numeric,,,,0
228293,404,0.0055205586149410365,IO Site Appearance,IO Site Appearance,chartevents,Access Lines - Invasive,,Text,,,3.0,0
224949,403,0.005506893865894153,Impaired Skin Type #7,Type #7,chartevents,Skin - Impairment,,Text,,,23.0,0
228290,402,0.005493229116847269,IO Dressing,IO Dressing,chartevents,Access Lines - Invasive,,Text,,,3.0,0
227567,402,0.005493229116847269,Airway Location,Airway Location,chartevents,Respiratory,,Text,,,4.0,0
224710,401,0.005479564367800386,Recruitment Press,Recruitment Press,chartevents,Respiratory,cmH2O,Numeric,,,,0
227131,400,0.005465899618753501,Cont. Neb Med Dose,Cont. Neb Med Dose,chartevents,Respiratory,,Text,,,5.0,0
228292,399,0.005452234869706618,IO Placed in outside facility,IO Placed in outside facility,chartevents,Access Lines - Invasive,,Text,,,4.0,0
227943,397,0.0054249053716128506,Anticipated Discharge,Anticipated Discharge,chartevents,OT Notes,,Text,,,3.0,0
223766,390,0.005329252128284664,Orthostatic BPs standing,Orthostatic BPs standing,chartevents,Routine Vital Signs,mmHg,Numeric,,,,0
226096,389,0.00531558737923778,Orthostatic BPd standing,Orthostatic BPd standing,chartevents,Routine Vital Signs,mmHg,Numeric,,,,0
223764,389,0.00531558737923778,Orthostatic HR lying,Orthostatic HR lying,chartevents,Routine Vital Signs,bpm,Numeric,,,,0
229001,389,0.00531558737923778,Self harm NCP - Expected outcomes,Self harm NCP - Expected outcomes,chartevents,Care Plans,,Text,,,4.0,0
228701,386,0.005274593132097129,Hematological / Skin,Hematological / Skin,chartevents,MD Progress Note,,Text,,,6.0,0
228712,386,0.005274593132097129,VAP - Prophy,VAP - Prophy,chartevents,MD Progress Note,,Text,,,4.0,0
229003,385,0.005260928383050245,Self harm NCP - Interventions,Self harm NCP - Interventions,chartevents,Care Plans,,Text,,,7.0,0
228756,382,0.005219934135909594,Pressure ulcer #4- Drainage,Pressure ulcer #4- Drainage,chartevents,Skin - Impairment,,Text,,,9.0,0
227441,381,0.005206269386862711,LDL measured,LDL measured,chartevents,Labs,None,Numeric with tag,,,,0
228736,379,0.005178939888768943,Pressure ulcer #4- Wound Base,Pressure ulcer #4- Wound Base,chartevents,Skin - Impairment,,Text,,,6.0,0
227547,378,0.005165275139722059,SV (Arterial),SV (Arterial),chartevents,Hemodynamics,mL/beat,Numeric,60.0,100.0,,0
228294,378,0.005165275139722059,IO Wristband in place,IO Wristband in place,chartevents,Access Lines - Invasive,,Text,,,2.0,0
224942,375,0.005124280892581407,Impaired Skin Treatment #7,Site Treatment #7,chartevents,Skin - Impairment,,Text,,,27.0,0
229113,374,0.005110616143534524,Self harm NCP - Problem resolved,Self harm NCP - Problem resolved,chartevents,Care Plans,,Text,,,2.0,0
229112,373,0.00509695139448764,Self harm NCP - Plan revised,Self harm NCP - Plan revised,chartevents,Care Plans,,Text,,,2.0,0
228312,373,0.00509695139448764,GI #3 Tube Place Method,GI #3 Tube Place Method,chartevents,GI/GU,,Text,,,3.0,0
224968,372,0.005083286645440757,Pressure Ulcer Stage #5,Pressure Ulcer Stage #5,chartevents,Skin - Impairment,,Text,,,8.0,0
228605,372,0.005083286645440757,Impaired Skin #6- Dressing Status,Impaired Skin #6- Dressing Status,chartevents,Skin - Impairment,,Text,,,5.0,0
224920,372,0.005083286645440757,Impaired Skin Length #6,Site Length #6,chartevents,Skin - Impairment,cm,Numeric,,,,0
224897,371,0.005069621896393873,Impaired Skin Depth #4,Site Depth #4,chartevents,Skin - Impairment,cm,Numeric,,,,0
228301,371,0.005069621896393873,CAM-ICU Inattention,CAM-ICU Inattention,chartevents,Pain/Sedation,,Text,,,2.0,0
224982,369,0.005042292398300105,Tunneling Present #5,Tunneling Present #5,chartevents,Skin - Impairment,,Text,,,3.0,0
225723,368,0.005028627649253221,CCO PAC Line Tip Cultured,CCO PAC Line Tip Cultured,chartevents,Access Lines - Invasive,,Checkbox,,,,0
228806,367,0.005014962900206338,Pressure ulcer #4- Dressing status,Pressure ulcer #4- Dressing status,chartevents,Skin - Impairment,,Text,,,5.0,0
229160,365,0.00498763340211257,Timespent,Timespent,chartevents,MD Progress Note,min,Numeric,,,,0
225331,362,0.004946639154971919,Tunneled (Hickman) Site Appear,Tunneled (Hickman) Site Appear,chartevents,Access Lines - Invasive,,Text,,,12.0,0
224647,362,0.004946639154971919,Orthostatic HR standing,Orthostatic HR standing,chartevents,Routine Vital Signs,bpm,Numeric,,,,0
224955,361,0.0049329744059250355,Impaired Skin Width #6,Site Width #6,chartevents,Skin - Impairment,cm,Numeric,,,,0
229761,358,0.004891980158784384,Creatinine (whole blood),Creatinine (whole blood),chartevents,Labs,None,Numeric,,,,0
229455,357,0.0048783154097375,Exam-Skin,Exam-Skin,chartevents,MD Progress Note,,Text,,,9.0,0
227359,355,0.004850985911643733,Tunneled (Hickman) Dressing Occlusive,Tunneled (Hickman) Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,,,0
227785,354,0.004837321162596849,Impaired Skin  - Dressing Status #6,Impaired Skin  - Dressing Status #6,chartevents,Skin - Impairment,,Text,,,5.0,0
229634,352,0.0048099916645030815,Daily Activity (AM-PAC),Daily Activity (AM-PAC),chartevents,Treatments,,Text,,,19.0,0
224420,349,0.00476899741736243,Vital Cap,Vital Cap,chartevents,Respiratory,Liters,Numeric,,,,0
229355,348,0.004755332668315546,Absolute Neutrophil Count,Absolute Neutrophil Count,chartevents,Labs,None,Numeric,,,,0
228726,347,0.004741667919268663,Pressure ulcer #4- Length,Pressure ulcer #4- Length,chartevents,Skin - Impairment,cm,Numeric,,,,0
227967,345,0.0047143384211748955,Restraint/Seclusion Observer Sheet,Restraint/Seclusion Observer Sheet,chartevents,Restraint/Support Systems,,Text,,,2.0,0
227831,343,0.0046870089230811275,Grooming,Grooming,chartevents,OT Notes,,Text,,,7.0,0
228623,343,0.0046870089230811275,Pressure Ulcer #4- Width,Pressure Ulcer #4-  Width,chartevents,Skin - Impairment,cm,Numeric,,,,0
224989,342,0.004673344174034244,Undermining Present #5,Undermining Present #5,chartevents,Skin - Impairment,,Text,,,3.0,0
225990,341,0.00465967942498736,Pericardial Drain Flush,Pericardial Drain Flush,chartevents,Cardiovascular,,Checkbox,,,,0
229706,340,0.004646014675940477,CP-Pain Assessment Method-Post,CP-Pain Assessment Method-Post,chartevents,Pain/Sedation,,Text,,,3.0,0
224908,335,0.004577690930706058,Impaired Skin Drainage #8,Site Drainage #8,chartevents,Skin - Impairment,,Text,,,9.0,0
229540,335,0.004577690930706058,Sheath Type,Sheath Type,chartevents,Access Lines - Invasive,,Text,,,2.0,0
225742,330,0.004509367185471639,IABP Line Discontinued,IABP Line Discontinued,chartevents,Access Lines - Invasive,,Text,,,3.0,0
229594,330,0.004509367185471639,Exam-GI/GU,Exam-GI/GU,chartevents,MD Progress Note,,Text,,,4.0,0
228926,329,0.004495702436424755,Impaired Tissue Perfusion NCP - Goal,ITP NCP - Goal,chartevents,Care Plans,,Text,,,3.0,0
228705,329,0.004495702436424755,Nutrition,Nutrition,chartevents,MD Progress Note,,Text,,,9.0,0
228710,328,0.004482037687377871,Sedation goal,Sedation goal,chartevents,MD Progress Note,,Text,,,6.0,0
228707,327,0.0044683729383309875,Progress,Progress,chartevents,MD Progress Note,,Text,,,4.0,0
227836,326,0.004454708189284104,LE Dressing,LE Dressing,chartevents,OT Notes,,Text,,,7.0,0
224446,326,0.004454708189284104,GI #3 Tube Drainage,GI #3 Tube Drainage,chartevents,GI/GU,,Text,,,11.0,0
228523,323,0.004413713942143452,Impaired Skin #6- Cleanse,Impaired Skin #6- Cleanse,chartevents,Skin - Impairment,,Text,,,3.0,0
225989,323,0.004413713942143452,Pericardial Drain Aspiration,Pericardial Drain Aspiration,chartevents,Cardiovascular,,Checkbox,,,,0
229592,322,0.004400049193096569,Exam-GU,Exam-GU,chartevents,MD Progress Note,,Text,,,3.0,0
229434,321,0.004386384444049685,Unable to obtain,Unable to obtain,chartevents,MD Progress Note,,Checkbox,,,,0
228581,316,0.004318060698815266,Impaired Skin #6- Type,Impaired Skin #6- Type,chartevents,Skin - Impairment,,Text,,,20.0,0
228697,313,0.004277066451674615,Mobilization Plan,Mobilization Plan,chartevents,MD Progress Note,,Text,,,4.0,0
228102,311,0.004249736953580848,Enema administration,Enema administration,chartevents,Treatments,,Text,,,4.0,0
229475,309,0.0042224074554870795,Indwelling Port (PortaCath) Power Port,Indwelling Port (PortaCath) Power Port,chartevents,Access Lines - Invasive,,Checkbox,,,,0
227812,306,0.004181413208346429,Medication Infusion Rate - Adjunctive Pain Management,Medication Infusion Rate,chartevents,Pain/Sedation,None,Numeric,,,,0
228766,305,0.004167748459299545,Pressure ulcer #4- Drainage amount,Pressure ulcer #4- Drainage amount,chartevents,Skin - Impairment,,Text,,,6.0,0
224893,304,0.004154083710252662,Impaired Skin Cleanse #7,Site Cleanse #7,chartevents,Skin - Impairment,,Text,,,4.0,0
228776,300,0.004099424714065126,Pressure ulcer #4- Odor,Pressure ulcer #4- Odor,chartevents,Skin - Impairment,,Checkbox,,,,0
227460,298,0.004072095215971358,Phenobarbital,Phenobarbital,chartevents,Labs,None,Numeric with tag,,,,0
224978,297,0.004058430466924475,Surrounding Tissue #8,Surrounding Tissue #8,chartevents,Skin - Impairment,,Text,,,7.0,0
225692,296,0.004044765717877591,Total Granulocyte Count (TGC),Total Granulocyte Count (TGC),chartevents,Labs,None,Numeric,,,,0
227835,295,0.004031100968830708,UE Dressing,UE Dressing,chartevents,OT Notes,,Text,,,7.0,0
228930,295,0.004031100968830708,Impaired Tissue Perfusion NCP - Outcomes met,ITP NCP - Outcomes met,chartevents,Care Plans,,Text,,,2.0,0
228502,294,0.004017436219783824,Impaired Skin #7- Location,Impaired Skin #7- Location,chartevents,Skin - Impairment,,Text,,,80.0,0
228786,290,0.003962777223596289,Pressure ulcer #4- Cleanse,Pressure ulcer #4- Cleanse,chartevents,Skin - Impairment,,Text,,,3.0,0
229448,288,0.003935447725502521,See eMAR for meds,See eMAR for meds,chartevents,MD Progress Note,,Checkbox,,,,0
227725,285,0.00389445347836187,AVA Line Discontinued,AVA Line Discontinued,chartevents,Access Lines - Invasive,,Text,,,2.0,0
227568,283,0.0038671239802681025,Airway Size (mm),Airway Size (mm),chartevents,Respiratory,,Text,,,5.0,0
226121,282,0.0038534592312212184,Tunneled (Hickman) placed in outside facility,Tunneled (Hickman) placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,,,0
227837,280,0.0038261297331274513,Toileting,Toileting,chartevents,OT Notes,,Text,,,7.0,0
226125,277,0.0037851354859867996,ICP Line Discontinued,ICP Line Discontinued,chartevents,Access Lines - Invasive,,Text,,,3.0,0
227475,277,0.0037851354859867996,Incision Site #4,Incision Site #4,chartevents,Skin - Incisions,,Text,,,38.0,0
224964,275,0.0037578059878930325,Impaired Skin Wound Base #8,Site/Wound Base #8,chartevents,Skin - Impairment,,Text,,,7.0,0
228706,272,0.0037168117407523813,Pain control old,Pain control old,chartevents,MD Progress Note,,Text,,,5.0,0
224812,272,0.0037168117407523813,CT #4 Suction Type,CT #4 Suction Type,chartevents,Pulmonary,,Text,,,3.0,0
228535,271,0.0037031469917054973,Impaired Skin #7- Treatment,Impaired Skin #7- Treatment,chartevents,Skin - Impairment,,Text,,,26.0,0
225807,270,0.0036894822426586137,Volume Out (PD),Volume Out (PD),chartevents,Dialysis,mL,Numeric,,,,0
224437,268,0.003662152744564846,CT #4 Suction Amount,CT #4 Suction Amount,chartevents,Pulmonary,,Text,,,5.0,0
224915,268,0.003662152744564846,Impaired Skin Drainage Amount #8,Site Drainage Amount #8,chartevents,Skin - Impairment,,Text,,,7.0,0
224433,266,0.0036348232464710785,CT #4 Dressing,CT #4 Dressing,chartevents,Pulmonary,,Text,,,3.0,0
